,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46,Photon Index,Variability_Index,CLASS1
27,0.23754619,0.0183304518736105,13.948918,2240.8513,0.018738303849489,0.1154045295026114,5.6527757e-14,0.0234875046680891,0.1059186959047469,0.0968757179535683,0.0055246055,0.0138874185405528,2.1073663,14.434306,1
28,0.31550595,0.0248056997970231,5.9672127,1091.1918,0.0835138516503564,0.0916823381219789,2.1680566e-13,0.0237705050972458,0.0821559286334848,0.008231513069683,-0.013347367,0.0141750300153646,2.501718,16.298855,1
29,0.2576234,0.000922932466841,11.777328,6929.809,0.0028820169798976,0.0165545352632777,7.59911e-15,0.0111689089851525,0.0210624736017292,0.0136731706365275,0.14722097,0.0156776300729227,1.5650905,15.14013,1
30,0.0,0.0178188263001802,6.9896655,4967.872,0.0098996054411863,0.1702171657350915,4.687125e-15,0.0184915850060865,0.1662360784369505,0.1605881646448351,0.027777655,0.0143956581626819,1.9551985,15.013011,1
31,0.0,0.0131010691472524,16.470945,7268.966,0.0126709188330811,0.022095058131025,8.0659754e-15,0.0187840090104202,0.0153344933677303,0.0094267784630369,0.02880469,0.0120226801634777,1.820141,13.38414,1
32,0.19884299,0.0161053019704575,12.1987915,2113.031,0.0207421956346172,0.0340547517419825,6.413591e-14,0.0284588353733395,0.0256318061712667,0.0133219663490372,0.05094392,0.0200333374492426,2.137794,16.819736,1
33,0.65228546,0.0391180612241817,19.939705,443.26532,0.0352527287213804,0.0739554209425667,7.258816e-12,0.0905955405288035,0.0500267236152075,0.0388038589411572,0.28113157,0.0667231661456605,2.6349397,140.62033,2
34,0.5252061,0.027110929865292,4.9909987,592.02905,0.0665118187540256,0.1025532603869072,9.857296e-13,0.0788567531262397,0.0876275255480409,0.0362889688296155,0.32846856,0.063871530225854,2.7106428,22.953808,2
35,0.90885466,0.0280232877978365,28.707115,851.2023,0.0250757809010884,0.0916220801775947,2.1009665e-12,0.0997125390792284,0.0769157232649855,0.066699541152696,0.15271719,0.0850273780580828,2.51887,336.54477,2
36,0.2706897,0.0166902578006398,10.465015,1596.9047,0.0212336777189115,0.0873865735298024,1.1699035e-13,0.0255028342705885,0.080966909564715,0.0662758732346478,0.030496497,0.0190405643405235,2.2390501,16.263166,1
37,0.10265498,0.0044530657416785,15.602418,3904.386,0.0117555196114059,0.0292857547633182,2.1489472e-14,0.0117122905494216,0.0270529730530434,0.0175362723514959,0.09381978,0.0094779865331133,1.5384591,13.713926,1
38,1.0447963,0.0331571619270337,7.9100785,406.54874,0.0730225359490864,0.0681004795548455,3.6782435e-12,0.0708206388646117,0.0532586603120676,-0.0049466554674124,0.41114354,0.0559838525093814,2.6147585,90.94286,2
39,0.25407124,0.0174371820626267,22.789745,2267.393,0.0140281738949986,0.1285910684277724,1.2047839e-13,0.0276924414263413,0.1213936423822602,0.1147699277609155,0.042256515,0.0203850083646936,2.0810044,26.699419,1
40,1.3735869,0.026209313925954,18.718227,1445.7444,0.0350015037035905,0.1024802724717158,5.3134645e-13,0.1382554992406738,0.0915857702178871,0.0677216839859831,0.19722515,0.127451564838867,2.6373684,494.1492,2
41,0.34476462,0.0191262323132705,14.484995,1725.0594,0.0213409902283923,0.106515120161865,1.3443498e-13,0.0300702656940429,0.0975784017443745,0.0853681836074495,0.05159616,0.0210454021996231,2.1834295,24.544933,1
42,0.4631552,0.014515832451954,8.11823,3655.1777,0.0115354037281175,0.0905112231667568,1.38172605e-14,0.0256237112198026,0.0859187080635861,0.0790583629710456,0.14076538,0.0209976923354662,1.9573873,24.258038,1
43,0.34275222,0.0178152660524711,29.602173,969.3571,0.0210821593283753,0.1295990270655027,8.6834945e-13,0.0281997259834786,0.1207236740101351,0.1088141727947334,0.06340823,0.0191881837733011,2.008503,48.788124,1
44,0.34925744,0.017389538459918,7.882179,2153.0115,0.0246608340145095,0.0872904092205729,4.6829717e-14,0.0326867168721138,0.0776157587751484,0.0627646858765547,0.13983154,0.022953380595961,2.1330051,20.356058,1
45,0.31218225,0.0160750499629742,27.131353,1939.0461,0.0158872281876792,0.1763649384739489,1.6362279e-13,0.0226319916071152,0.1689493103410526,0.1609286242484976,0.035742424,0.0149912090854632,2.0184522,39.290386,1
46,0.0,0.0118957227262477,9.646608,8737.983,0.0145014156442499,0.0149001155114112,2.4267435e-15,0.0233786638060706,0.0063466152602897,0.0003987860339635,-0.0029124906,0.0148273199049085,1.655009,14.63592,1
47,0.18697871,0.0101938275969183,32.22765,1482.6697,0.0184089424164553,0.0889635078005851,3.880967e-13,0.0246417390562352,0.0833680079988804,0.0706703038433418,0.09329797,0.0190070692893088,1.7882982,26.896915,1
48,0.43549657,0.0186630726236681,61.90344,880.4098,0.0193871523501876,0.0478042134057007,3.5510807e-12,0.0337865423593512,0.0386274364322979,0.0284434220654826,0.04447557,0.0246004301335391,2.0476224,239.23526,1
49,0.46483153,0.0292115398660575,14.539717,404.76788,0.0702584870779077,0.0757091544432085,5.145898e-12,0.0828495674343995,0.0636464647564055,0.0054798156591099,0.18045777,0.0707995696714322,2.7684422,53.35165,2
50,0.5585473,0.0250431557203076,24.017208,917.8061,0.0313070275166469,0.1052970640948689,1.2857135e-12,0.0426260901953987,0.0922240065629832,0.0742347542727672,0.15733433,0.029441403584621,2.3824449,101.65793,2
51,0.28340095,0.0137850818624747,9.318911,2089.8809,0.0217409318925282,0.1250209477497492,6.479953e-14,0.0314413214941964,0.1181227120854773,0.1035615034707796,0.34768698,0.0244450683511014,2.1264398,17.245499,1
52,2.0824275,0.0228968392546411,5.2781134,1318.8574,0.0190472136423783,0.0908050632189521,9.132995e-14,0.0866221018256805,0.0806011002174915,0.071882175797388,0.039937455,0.0764109422398309,2.4535725,108.19443,2
53,0.0,0.0197667402055746,3.57752,3071.779,0.0554803708222638,0.0750926020057295,7.460176e-15,0.0102076461272884,0.0832436042728998,0.0196942808148787,0.1339911,0.018408379380494,2.1473312,9.716187,2
54,0.3896722,0.0165557161741782,13.241903,2604.0557,0.0180828574892396,0.0803794896820007,3.1556765e-14,0.0173607437075721,0.0737258012168401,0.0623873115797337,0.011269279,0.0106686298580376,1.9971744,22.26658,1
55,1.6535703,0.0213238734743761,89.21285,635.79504,0.0239094759923014,0.1118524711561029,1.5294375e-11,0.0375869165924328,0.1011900976036768,0.0881788147638928,0.08525154,0.0268133497777761,2.095452,7178.108,2
56,0.26373813,0.0181469192274081,4.079314,3903.0642,0.0146149355867743,0.0842814603649797,5.069518e-15,0.0167174798669813,0.0811957967238343,0.0697524436141503,0.24662805,0.0136112615715624,2.110465,18.783464,1
57,0.27852362,0.0157435218867695,11.369533,1897.7698,0.0191348674693652,0.0998867915230275,8.402919e-14,0.0312629868586904,0.0968617817217179,0.0809065624264472,0.0731528,0.0282111175218559,2.183843,17.87329,1
58,0.4917453,0.0176382625188252,19.135262,1398.9402,0.0259589540968764,0.0790144944178063,2.4648244e-13,0.0342739123089922,0.0715692167443617,0.0531645879954828,0.08087436,0.0267931680340099,2.3062565,63.630413,1
59,0.34903395,0.0211273770583693,5.1196513,2622.5342,0.0123227004694206,0.0908124649678043,1.6025613e-14,0.1196148430565347,0.0838867006942944,0.0785776972480304,0.1278705,0.1127300187565525,2.1695535,19.28452,1
60,0.7461387,-0.0021071294589939,14.667213,3260.5798,0.0114542139435384,0.105235654989713,2.8693536e-14,0.0157648929744169,0.1011495130803437,0.0938946208434468,0.11870131,0.0116355456152842,1.5226724,41.82481,1
61,0.70863044,0.0245162968944926,52.35371,644.55035,0.0310154838779969,0.088305677089728,5.876119e-12,0.0358735851379003,0.0761478098998315,0.0574475330028336,0.0650643,0.0236437935095816,2.3677027,545.1399,2
62,0.75941986,0.023470323407359,53.71871,580.7013,0.03103956010747,0.1048903620020501,9.980944e-12,0.1150025199184437,0.0941278498859338,0.0740920270632635,0.12655683,0.1042630236501289,2.3032675,883.49976,2
63,0.07789153,0.0022080168835287,8.388575,3550.6025,0.0152022920128501,0.0784140461451829,1.6054945e-14,0.0246161853155923,0.0675751377773999,0.0632871971056401,0.16258188,0.0137232183864948,1.9382379,16.407715,1
64,0.66033083,0.0228540579371318,6.9553857,1139.5641,0.0316978905678643,0.0801843206714113,1.484273e-13,0.0289371007848199,0.0667504358802773,0.0486099808192785,0.055638097,0.0154369595980376,2.3752236,27.040756,1
65,0.0,-0.0448889350253297,6.026091,8317.166,0.0155530380133093,0.0214133834067865,1.6884806e-15,0.0155972108152131,0.0175564392383221,0.0058622977916945,0.07308067,0.0117395225979428,1.6612482,9.559684,1
66,0.26706934,0.0106169701901536,76.817635,1674.1256,0.0113339448098318,0.0340269970127729,8.4164446e-13,0.0195312596662096,0.0292008032143588,0.0227018073843875,0.05817273,0.0147016528969321,1.5959458,101.912346,1
67,0.27859876,0.0098979771529752,36.550503,2297.5273,0.0133588882871046,0.0407657405216142,2.1648705e-13,0.021027120679859,0.0355133230236574,0.0274217857269648,0.08306574,0.0157688321766755,1.6675843,38.970222,1
68,0.99467087,0.0121859993897785,9.021272,2044.897,0.0188925638717857,0.0862040447069166,6.346496e-14,0.0729835836338596,0.0810972931892367,0.0674212841782223,0.40362477,0.0678663523912565,1.9720685,45.642834,1
69,0.54187524,0.011373893420757,69.93408,3312.808,0.0104277779494247,0.0243449333239943,2.8358793e-13,0.0181951653573719,0.0200614979043734,0.0139206893303052,0.036669333,0.0139107216045507,1.6634133,325.57568,1
70,0.3447841,0.0195842543475,7.0520163,1341.6981,0.0225247266302891,0.1119364085712103,1.3960606e-13,0.0791175538836459,0.104799764007429,0.0896376887624652,0.18673797,0.0719372966072277,2.3788838,18.777134,2
71,0.491668,0.0192679942900207,23.327469,1555.3241,0.0179847713419477,0.0335521115380925,3.1431926e-13,0.0273971089680755,0.0253566185229156,0.0155767396222467,-0.0007124397,0.0191989520172893,2.1779027,67.137276,1
72,0.0,0.0239951005821965,7.230222,971.94495,0.0215104481732087,0.0938183559864636,2.762044e-13,0.1073375160523172,0.0813098923807013,0.0724541256645109,0.08604557,0.0948612422373546,2.4457152,12.242234,1
73,0.21633819,0.0140550888725049,18.241486,2534.6191,0.0147836636071171,0.0764229055391052,7.0205655e-14,0.022927846076655,0.0708026305058204,0.0617089613661725,0.07126599,0.0172792333391162,1.9738592,16.806847,1
74,1.2020161,0.0208645536186623,97.55795,651.15216,0.026452003876408,0.0947717069933315,1.2351523e-11,0.0345604806375442,0.0853644941511349,0.0684914043253253,0.07873454,0.0250847634306877,2.137574,4113.291,2
75,0.3409177,0.0323453057309152,7.9600024,532.5513,0.0509357914918551,0.0699026689081409,1.9892243e-12,0.0363627474079691,0.0541110146928202,0.019034651201139,0.5039378,0.0205229640023088,2.6070037,19.724367,3
76,0.249116,0.030769517299845,12.125998,429.48755,0.0615378644139011,0.1029082923188199,4.2753856e-12,0.1123587274903148,0.0896182152123165,0.0416340864380874,0.12992641,0.0990942928617827,2.7599013,22.562248,2
77,0.21209995,0.0073236243893411,12.513439,4434.8145,0.0149468379838474,0.0192013138413443,1.2325032e-14,0.0281934196721441,0.0138861619301601,0.0042556972380381,0.0058042393,0.0228802797676424,1.784351,15.261884,1
78,0.34986943,0.0170632720391262,10.816568,5442.4185,0.0121018755116511,0.0256219572446247,6.944199e-15,0.0195615298560744,0.0197160772678535,0.0135242752555415,-0.00066902343,0.0136542431759013,1.8841169,17.378155,1
79,0.6108893,0.0240182631702102,8.099487,1687.8866,0.0203972850539479,0.0346486911213158,7.091639e-14,0.0810658329280294,0.0199565750947174,0.0142614852184433,0.22353947,0.0664427406894101,2.273834,29.399483,1
80,0.4613594,0.0208439274688924,7.380077,4588.6694,0.01570701746432,0.031770099786038,5.8283664e-15,0.0201045974569392,0.016850647824592,0.016071102018781,-0.007887858,0.0051787083204261,1.9725727,16.682882,2
81,0.0,-0.0549906327984125,7.4016743,6109.009,0.0067785703424851,0.0728085309503123,3.5231253e-15,0.0163961849725189,0.0699921834392284,0.0660625649774115,0.3746219,0.013566041414372,1.4714915,8.500955,1
82,0.0,0.0201746837709168,7.270876,3203.5183,0.0075312470332911,0.0482464317131003,1.489017e-14,0.0205589293654721,0.0488533098807889,0.0407299841556111,0.062644646,0.0211669766038109,2.0401893,7.83602,1
83,0.2779596,0.0183187402183216,16.853624,1624.0604,0.0220017775270647,0.1127194018508421,1.7911329e-13,0.0288999019148421,0.1029537577005433,0.0909431658489648,0.05682916,0.019025030367333,2.2201,22.446869,2
84,0.13105926,0.0175024634934737,9.823544,2815.2283,0.0189875947292837,0.0963139645156095,2.7898287e-14,0.0176036875182657,0.0882950630324537,0.0774680410564387,0.018548539,0.0095173630393393,2.061948,16.868704,1
85,0.31231037,0.0066354511999482,11.949308,2666.2856,0.0133997583425028,0.1123644517608683,3.9742098e-14,0.0278222020678632,0.1088987409409798,0.0991139249436859,0.25455245,0.024315931941186,1.6512653,18.710556,1
86,0.49642843,0.0143349031535183,67.48478,1393.5527,0.0159970849362484,0.0441674252326001,1.4347894e-12,0.0247507642358003,0.0377789330435591,0.0281902581247198,0.054796502,0.0183545014691635,1.8453526,344.50244,2
87,0.97684515,0.0297874320206867,6.0882926,928.62714,0.0204902377263546,0.1346313148643276,2.9448975e-13,0.0731960203536583,0.1194980396673692,0.1144568208884616,0.032217808,0.0578804596119605,2.6063538,60.30434,2
88,0.9120233,0.0278964305005656,17.578194,593.10406,0.0334102729320566,0.1656163279024501,1.8845069e-12,0.0328605062504758,0.1507963757340115,0.1329416592878971,0.050837457,0.0176697807341123,2.555132,193.8433,2
89,0.818748,0.0107390759338454,47.78714,2118.0635,0.0128369210967623,0.0375609426908386,3.0710742e-13,0.0182796401672667,0.03288736313175,0.0247359484486105,0.05570586,0.0136014437137044,1.6793745,255.53964,1
90,0.368834,0.0151281457100817,32.64234,2359.9734,0.0139281685907296,0.0353190240116525,1.852997e-13,0.0225940303697166,0.0281112138250654,0.0214013833889195,0.033176165,0.0153815641506159,1.9494241,60.110516,1
91,0.76364005,0.0159584471907134,21.445501,1896.5369,0.0190377158644343,0.1228609820915503,2.2770075e-13,0.0288985917458419,0.1164979994621301,0.1040666774017163,0.12004691,0.0224474004936,2.0362885,124.22853,1
92,0.5644799,0.0162667289352449,27.240294,2448.3782,0.013133283193994,0.0340495565194897,1.09179735e-13,0.0237196041464511,0.025808857252232,0.0209256309007747,0.014974518,0.0154746841837891,1.981125,92.21433,1
93,1.4405203,0.0225875010293825,10.303153,1782.3665,0.0196649938191646,0.0995765598299481,1.11363074e-13,0.092995014194185,0.0907546966548301,0.0800683536537111,0.062400352,0.0841623760223614,2.4202042,135.3475,2
94,0.0,0.0226258843498135,8.034237,2790.8643,0.0174756437493475,0.0962962273624443,2.6038379e-14,0.0295948461338114,0.087509506426864,0.0789534495226979,0.07972321,0.0207388904937755,2.2760062,12.813997,1
95,0.0,0.011497972767399,6.7207613,4289.091,0.0104443136895905,0.1140658659135954,9.25978e-15,0.0196955429144225,0.1123306920103758,0.1037451479358542,0.18476449,0.0179384684956989,1.9310629,12.78919,1
96,0.3549441,0.0165639171240279,13.841837,1588.0786,0.0179678658753154,0.0986903743615758,1.2302152e-13,0.0794797866235073,0.0906434681203336,0.080865904388679,0.13394596,0.0714063272256819,2.1858766,25.102087,1
97,0.30836502,0.0274337523793281,8.885262,653.2341,0.0713999425250814,0.0855157380426236,6.9004584e-13,0.0952831055699035,0.0727111553038048,0.0142025134911571,0.085742,0.0824996908280791,2.6896482,19.666157,2
98,0.46739912,0.017517086002846,54.94009,885.1005,0.0215562528532298,0.1263457206414397,2.9163555e-12,0.0369687650834847,0.1182166719335413,0.1050756455435086,0.09655015,0.0287252219380787,1.9839023,262.5781,1
99,1.1394556,0.025178559936098,44.944794,629.8015,0.022063821083004,0.10793054162737,4.704294e-12,0.0869648993065914,0.095779306386275,0.0860716882336172,0.04880281,0.0747665718544619,2.3807728,947.9246,2
100,0.7945252,0.0216315333314482,30.092163,777.66565,0.026352048057965,0.0924065715565649,2.3459472e-12,0.0392654928114415,0.0826492360562523,0.0662157656694615,0.10372893,0.0294444315448464,2.2545953,243.49756,2
101,0.2655233,0.016487628501751,87.6642,954.7823,0.0173647690158248,0.0455835725773093,4.3266783e-12,0.0288493246402202,0.0376329924536059,0.0282411577993527,0.04484241,0.0208898820091301,1.923501,170.83823,1
102,0.64903826,0.0247586923672016,28.416601,667.8174,0.0262875077681737,0.0855231843403748,3.4950543e-12,0.087657284238405,0.0728782928936394,0.0593691497825471,0.16115604,0.0750167569565226,2.3011613,188.6428,2
103,0.444219,0.0096140465869364,69.56279,2226.9585,0.0112314278274785,0.0349493240985338,3.732008e-13,0.0187176101635536,0.0305090428164501,0.0237272099320181,0.07233405,0.0142737768678018,1.5880969,171.33412,1
104,0.7548437,0.0335608210846353,17.510614,400.69135,0.0401220611406514,0.0758121943606928,7.946459e-12,0.0868949552167827,0.058189482982952,0.0357990245987278,0.25829273,0.0693007494364006,2.5713918,170.52602,2
105,0.20691784,0.00992057939294,35.67798,2212.2485,0.0116823592222281,0.0332665789228971,1.7011007e-13,0.0171675987405602,0.0289101905414389,0.0215926112830778,0.060283758,0.01280797541348,1.6337878,26.348919,1
106,0.32834288,0.0132551247636271,31.172943,2823.0833,0.0159384945194138,0.0320132395113585,1.11435085e-13,0.019163502089628,0.0261503384433955,0.0160829512026821,0.03029539,0.0132971839801584,1.8780916,42.749786,1
107,0.26946416,0.0121101072343477,37.178997,1485.3032,0.0156946319649063,0.1064635504661361,4.7446205e-13,0.0331177484451587,0.1009915443911149,0.0909208386981605,0.13381986,0.0275913228066078,1.7502314,39.899315,1
108,0.0,0.0156839367913462,5.8337083,1902.6592,0.0233960234068328,0.0776902198703085,3.9601518e-14,0.0755448475319803,0.0687681230029346,0.0543930635913863,0.3993574,0.0666199716178211,2.163942,12.461758,1
109,0.0,0.022698065526223,8.82647,1148.9075,0.0278090431828783,0.0726452526174181,1.7201175e-13,0.1061323780656184,0.0580032073088848,0.0449269706745821,0.3170592,0.0915712785860617,2.106327,14.983602,1
110,0.28993422,0.0178015175020513,6.0413914,1638.2504,0.0161759655751203,0.1154201420206512,6.526106e-14,0.0788895827845789,0.1113251405191998,0.0994298151163682,0.11455837,0.0747657467351466,2.273372,15.267411,1
111,0.0,0.0232085040966396,11.878226,1049.3574,0.0184977027199661,0.1088577817912198,3.472064e-13,0.0527410683053883,0.0992399470499069,0.0905423969517693,0.0061859144,0.0430402678092659,2.3941336,10.441587,3
112,0.5408107,0.0230339787239761,16.018517,883.48114,0.0307416295451745,0.0983479989222458,8.6943284e-13,0.035609955781556,0.0878527645995597,0.0678113888211876,0.037795957,0.0250326879331564,2.4525738,72.58085,2
113,0.3344144,0.0170670408708507,45.370388,1025.1377,0.0210090530197275,0.0957621769932347,1.4448372e-12,0.0433038488238049,0.0864121757480338,0.0749038209224813,0.15909277,0.0338896666736115,1.9222363,85.31363,1
114,0.0,-0.0604935685690857,4.63588,12964.618,-0.0117891212112081,0.0630434685769723,7.482338e-16,-0.0116460202859908,0.0786436696630692,0.0747770134858518,0.44040567,0.0040326478142494,1.5155816,9.572169,1
115,1.7936959,0.0129391032100606,7.4848595,1760.7802,0.0205142913540499,0.0742136512409666,7.4032204e-14,0.0589434509316351,0.0649139511311875,0.0537812386207973,0.32777938,0.0496260671603156,1.9687988,81.993774,2
116,0.31880388,0.0241209446605531,6.7264857,1075.1997,0.0134772962072925,0.0832630235253717,1.9412851e-13,0.0864020436071056,0.0763395462049482,0.0698641260759195,0.006398832,0.079482127908137,2.5419896,18.435751,2
117,0.0,0.0135596225229686,13.494346,4659.956,0.0066721675443493,0.0257649130790891,1.3757528e-14,0.0146282202965433,0.0247215680218551,0.0190960282912734,0.07770122,0.0135844177194532,1.8286432,11.431056,1
118,0.3493424,0.0091691394954032,10.799742,2548.151,0.0139465684198959,0.0895496679482563,3.424637e-14,0.0790683225006637,0.0848586862848483,0.0756976391100461,0.41807234,0.0743692161534589,1.6856999,18.818491,1
119,0.38868824,0.0248088932828338,5.6946473,515.3072,0.0528424934264235,0.0688968299949816,1.0188361e-12,0.0757424929491535,0.0575452892322269,0.0161129988458061,0.030289626,0.0644013600354291,2.8047664,17.280392,2
120,0.2758661,0.0127722280632917,50.52877,1438.547,0.0157481675983688,0.0970239150234587,8.911409e-13,0.0304791779627845,0.0904812871548043,0.0814001226509061,0.11933132,0.0238834095251457,1.7592584,66.66808,1
121,0.34804755,0.0184720659483572,6.2862473,1669.3369,0.0231250100402791,0.0820099626174309,6.1225324e-14,0.0817920280171726,0.0755394242190052,0.0589968389736516,0.115669794,0.0753212662551923,2.387419,19.982601,1
122,0.35751686,0.0258400823770545,4.793159,650.9543,0.0633082852227436,0.0932363870416597,6.3875077e-13,0.0733488507889346,0.0809155455304803,0.0301058054233129,0.21849313,0.0609898876390258,2.7389755,19.61396,2
123,0.0,0.0153255096765392,6.313219,7825.2285,0.0081995923696572,0.0785451858270243,1.5915373e-15,0.0084152738276919,0.0784501965623716,0.0703909279254508,0.24576063,0.0083197023127723,1.769454,11.923476,1
124,0.049925502,0.0393309156308595,4.269817,1086.1246,0.1156402144630101,0.1092193103464615,1.2106276e-13,0.0218509564020485,0.0860338721754216,-0.0065030384314445,-0.018741941,-0.0015552070982709,2.599173,16.331596,2
125,0.9435036,0.0308642379241043,14.9023905,427.2214,0.031535992882895,0.0759565776830157,5.8113037e-12,0.0357258248171222,0.0625793810740808,0.0445272438502642,0.1913707,0.0222954446189735,2.602968,188.73058,2
126,0.5016356,0.0162852131967217,6.980668,2714.3333,0.0162725203970377,0.0766132092591854,2.3677354e-14,0.017975467751206,0.0724312014645852,0.0604160088969048,0.016496884,0.0137711647210378,2.1611671,18.803768,1
